data[0] size (num: 29, frame: 62)
data[1] size (num: 29, frame: 62)
window_size: 20, threshold: 0.7
time:5.38143
( 1, 10) dt:(frame:  -20, time:-1.7659), st:(frame:    1, time:0.0864), r: 0.7180062
( 1, 10) dt:(frame:  -19, time:-1.6775), st:(frame:    1, time:0.0864), r: 0.7079652
( 1, 10) dt:(frame:  -16, time:-1.4187), st:(frame:    0, time:0.0000), r: 0.7021953
( 1, 10) dt:(frame:   -3, time:-0.2603), st:(frame:   26, time:2.2928), r: -0.7502589
( 1, 10) dt:(frame:    3, time:0.2603), st:(frame:   14, time:0.9932), r: -0.7765103
( 1, 10) dt:(frame:   21, time:1.8496), st:(frame:    0, time:-1.8496), r: -0.7660876
(1, 11): 
( 1, 11) dt:(frame:  -37, time:-3.2436), st:(frame:    2, time:0.1723), r: -0.8254818
( 1, 11) dt:(frame:  -15, time:-1.3341), st:(frame:    0, time:0.0000), r: -0.7854399
( 1, 11) dt:(frame:  -14, time:-1.2535), st:(frame:    0, time:0.0000), r: -0.8252982
( 1, 11) dt:(frame:  -13, time:-1.1738), st:(frame:    0, time:0.0000), r: -0.7833700
( 1, 11) dt:(frame:  -12, time:-1.0908), st:(frame:    0, time:0.0000), r: -0.8201439
( 1, 11) dt:(frame:   -4, time:-0.3456), st:(frame:   13, time:1.1738), r: -0.7927798
( 1, 11) dt:(frame:   -3, time:-0.2603), st:(frame:   13, time:1.1738), r: -0.7990094
( 1, 11) dt:(frame:   -2, time:-0.1723), st:(frame:   13, time:1.1738), r: -0.7519643
( 1, 11) dt:(frame:    4, time:0.3456), st:(frame:   18, time:1.2402), r: 0.7510785
( 1, 11) dt:(frame:    5, time:0.4335), st:(frame:   20, time:1.3324), r: 0.7634204
(1, 12): 
( 1, 12) dt:(frame:    2, time:0.1723), st:(frame:    4, time:0.1732), r: 0.7061296
( 1, 12) dt:(frame:    3, time:0.2603), st:(frame:    3, time:0.0000), r: 0.7083214
( 1, 12) dt:(frame:    4, time:0.3456), st:(frame:    3, time:-0.0853), r: 0.7264308
( 1, 12) dt:(frame:   20, time:1.7659), st:(frame:    5, time:-1.3324), r: -0.7579308
( 1, 12) dt:(frame:   22, time:1.9320), st:(frame:   13, time:-0.7583), r: -0.7033763
(1, 13): 
( 1, 13) dt:(frame:  -26, time:-2.2928), st:(frame:    7, time:0.6017), r: 0.8292326
( 1, 13) dt:(frame:    2, time:0.1723), st:(frame:    3, time:0.0879), r: -0.7673555
( 1, 13) dt:(frame:    3, time:0.2603), st:(frame:    3, time:0.0000), r: -0.7243426
( 1, 13) dt:(frame:    4, time:0.3456), st:(frame:   25, time:1.8568), r: 0.7292139
(1, 14): 
( 1, 14) dt:(frame:  -26, time:-2.2928), st:(frame:    7, time:0.6017), r: -0.8986594
( 1, 14) dt:(frame:  -25, time:-2.2023), st:(frame:    8, time:0.6825), r: -0.7830916
( 1, 14) dt:(frame:  -24, time:-2.1063), st:(frame:    9, time:0.8431), r: -0.7012999
( 1, 14) dt:(frame:  -10, time:-0.9186), st:(frame:   21, time:1.8496), r: 0.7027916
( 1, 14) dt:(frame:   -9, time:-0.8431), st:(frame:   22, time:1.9320), r: 0.7572314
( 1, 14) dt:(frame:   -8, time:-0.6825), st:(frame:   12, time:1.0908), r: 0.7691864
( 1, 14) dt:(frame:   -7, time:-0.6017), st:(frame:   13, time:1.1738), r: 0.7884499
( 1, 14) dt:(frame:   23, time:2.0184), st:(frame:   16, time:-0.5997), r: 0.7471253
(1, 15): 
( 1, 15) dt:(frame:  -26, time:-2.2928), st:(frame:    7, time:0.6017), r: -0.7675957
( 1, 15) dt:(frame:   -8, time:-0.6825), st:(frame:   13, time:1.1738), r: 0.7816129
( 1, 15) dt:(frame:   28, time:2.4636), st:(frame:    0, time:-2.4636), r: 0.7173146
(1, 16): 
( 1, 16) dt:(frame:   -8, time:-0.6825), st:(frame:    1, time:0.0864), r: -0.7539490
( 1, 16) dt:(frame:    2, time:0.1723), st:(frame:    4, time:0.1732), r: -0.7773246
(1, 17): 
( 1, 17) dt:(frame:   -1, time:-0.0864), st:(frame:    0, time:0.0000), r: 0.7114912
( 1, 17) dt:(frame:    4, time:0.3456), st:(frame:   28, time:2.1181), r: 0.7208813
( 1, 17) dt:(frame:   20, time:1.7659), st:(frame:    5, time:-1.3324), r: -0.7253791
( 1, 17) dt:(frame:   29, time:2.5515), st:(frame:    4, time:-2.2059), r: 0.7255145
(1, 18): 
( 1, 18) dt:(frame:  -11, time:-1.0041), st:(frame:    6, time:0.5192), r: 0.7266002
( 1, 18) dt:(frame:  -10, time:-0.9186), st:(frame:    7, time:0.6017), r: 0.8178867
( 1, 18) dt:(frame:   -9, time:-0.8431), st:(frame:    8, time:0.6825), r: 0.7299604
( 1, 18) dt:(frame:   -1, time:-0.0864), st:(frame:    3, time:0.2603), r: -0.7814456
( 1, 18) dt:(frame:    9, time:0.8431), st:(frame:   10, time:0.0755), r: -0.7243517
( 1, 18) dt:(frame:   17, time:1.5051), st:(frame:    6, time:-0.9859), r: 0.7274438
( 1, 18) dt:(frame:   18, time:1.5857), st:(frame:    2, time:-1.4134), r: 0.7689473
(1, 19): 
(1, 20): 
( 1, 20) dt:(frame:  -11, time:-1.0041), st:(frame:   21, time:1.8496), r: 0.7201670
( 1, 20) dt:(frame:  -10, time:-0.9186), st:(frame:   26, time:2.2928), r: 0.7927985
( 1, 20) dt:(frame:   -1, time:-0.0864), st:(frame:    1, time:0.0864), r: 0.8084750
( 1, 20) dt:(frame:    0, time:0.0000), st:(frame:    0, time:0.0000), r: 0.8437376
( 1, 20) dt:(frame:    1, time:0.0864), st:(frame:    9, time:0.7567), r: 0.8126158
( 1, 20) dt:(frame:   17, time:1.5051), st:(frame:    9, time:-0.6620), r: -0.7673418
( 1, 20) dt:(frame:   18, time:1.5857), st:(frame:    8, time:-0.9032), r: -0.8412545
(1, 21): 
( 1, 21) dt:(frame:  -30, time:-2.6379), st:(frame:    6, time:0.5192), r: -0.7862734
( 1, 21) dt:(frame:  -29, time:-2.5515), st:(frame:    1, time:0.0864), r: -0.8441490
( 1, 21) dt:(frame:  -28, time:-2.4636), st:(frame:    8, time:0.6825), r: -0.7568955
( 1, 21) dt:(frame:  -19, time:-1.6775), st:(frame:   13, time:1.1738), r: -0.7120453
( 1, 21) dt:(frame:  -18, time:-1.5857), st:(frame:   13, time:1.1738), r: -0.7875453
( 1, 21) dt:(frame:  -17, time:-1.5051), st:(frame:   13, time:1.1738), r: -0.8066454
( 1, 21) dt:(frame:  -15, time:-1.3341), st:(frame:    7, time:0.6017), r: 0.7679705
( 1, 21) dt:(frame:  -14, time:-1.2535), st:(frame:    8, time:0.6825), r: 0.8386229
( 1, 21) dt:(frame:  -13, time:-1.1738), st:(frame:    9, time:0.8431), r: 0.7842352
( 1, 21) dt:(frame:  -12, time:-1.0908), st:(frame:   26, time:2.2928), r: 0.7244914
( 1, 21) dt:(frame:  -11, time:-1.0041), st:(frame:   26, time:2.2928), r: 0.7951479
( 1, 21) dt:(frame:  -10, time:-0.9186), st:(frame:   26, time:2.2928), r: 0.8637273
( 1, 21) dt:(frame:   -3, time:-0.2603), st:(frame:    0, time:0.0000), r: 0.8401548
( 1, 21) dt:(frame:   -2, time:-0.1723), st:(frame:    0, time:0.0000), r: 0.9028769
( 1, 21) dt:(frame:   -1, time:-0.0864), st:(frame:    0, time:0.0000), r: 0.8968747
( 1, 21) dt:(frame:    0, time:0.0000), st:(frame:    0, time:0.0000), r: 0.8141040
( 1, 21) dt:(frame:    2, time:0.1723), st:(frame:   23, time:1.8461), r: -0.7242104
( 1, 21) dt:(frame:    3, time:0.2603), st:(frame:   22, time:1.6718), r: -0.8331871
( 1, 21) dt:(frame:    4, time:0.3456), st:(frame:   23, time:1.6729), r: -0.7941208
( 1, 21) dt:(frame:    8, time:0.6825), st:(frame:    2, time:-0.5101), r: 0.7520521
( 1, 21) dt:(frame:    9, time:0.8431), st:(frame:    1, time:-0.7567), r: 0.7916427
( 1, 21) dt:(frame:   10, time:0.9186), st:(frame:    0, time:-0.9186), r: 0.7942674
( 1, 21) dt:(frame:   11, time:1.0041), st:(frame:    0, time:-1.0041), r: 0.7875165
(1, 22): 
( 1, 22) dt:(frame:  -39, time:-3.4059), st:(frame:    2, time:0.1723), r: 0.7961011
( 1, 22) dt:(frame:  -38, time:-3.3254), st:(frame:    2, time:0.1723), r: 0.7138548
( 1, 22) dt:(frame:  -36, time:-3.1612), st:(frame:    0, time:0.0000), r: 0.7728066
( 1, 22) dt:(frame:  -25, time:-2.2023), st:(frame:   11, time:1.0041), r: 0.7709771
( 1, 22) dt:(frame:   -3, time:-0.2603), st:(frame:    0, time:0.0000), r: -0.7811592
( 1, 22) dt:(frame:   -2, time:-0.1723), st:(frame:    0, time:0.0000), r: -0.7887121
( 1, 22) dt:(frame:    2, time:0.1723), st:(frame:   25, time:2.0300), r: 0.7176856
( 1, 22) dt:(frame:    3, time:0.2603), st:(frame:   18, time:1.3255), r: 0.7463128
( 1, 22) dt:(frame:    7, time:0.6017), st:(frame:    3, time:-0.3415), r: -0.7044287
( 1, 22) dt:(frame:    8, time:0.6825), st:(frame:    3, time:-0.4222), r: -0.8066577
( 1, 22) dt:(frame:    9, time:0.8431), st:(frame:    2, time:-0.6708), r: -0.8834278
( 1, 22) dt:(frame:   10, time:0.9186), st:(frame:    1, time:-0.8322), r: -0.8802021
( 1, 22) dt:(frame:   11, time:1.0041), st:(frame:    0, time:-1.0041), r: -0.8585447
( 1, 22) dt:(frame:   12, time:1.0908), st:(frame:    0, time:-1.0908), r: -0.7661827
( 1, 22) dt:(frame:   27, time:2.3792), st:(frame:    0, time:-2.3792), r: 0.7578709
(1, 23): 
( 1, 23) dt:(frame:  -39, time:-3.4059), st:(frame:    2, time:0.1723), r: 0.7184445
( 1, 23) dt:(frame:  -32, time:-2.8103), st:(frame:    1, time:0.0864), r: -0.7548782
( 1, 23) dt:(frame:  -23, time:-2.0184), st:(frame:   18, time:1.5857), r: -0.7449009
( 1, 23) dt:(frame:  -22, time:-1.9320), st:(frame:   19, time:1.6775), r: -0.7634688
( 1, 23) dt:(frame:  -19, time:-1.6775), st:(frame:   11, time:1.0041), r: -0.7734270
( 1, 23) dt:(frame:  -18, time:-1.5857), st:(frame:   11, time:1.0041), r: -0.7850198
( 1, 23) dt:(frame:  -17, time:-1.5051), st:(frame:    7, time:0.6017), r: -0.7507192
( 1, 23) dt:(frame:  -16, time:-1.4187), st:(frame:    8, time:0.6825), r: -0.7300810
( 1, 23) dt:(frame:  -10, time:-0.9186), st:(frame:    1, time:0.0864), r: 0.7473754
